,Date,USD/CHF,USD/BGN,USD/BRL,USD/CAD,USD/CZK,USD/DKK,USD/HKD,USD/HRK,USD/HUF,USD/NOK,USD/SEK,USD/PLN,USD/SGN,USD/JPY,USD/ILS,USD/ZAR,USD/IDR,USD/RON,USD/KRW
0,2021-05-14,0.9013,1.61035,5.27315,1.2104,20.954,6.12265,7.76775,6.18815,292.33,8.2289,8.3356,3.73205,1.33255,109.355,3.27465,14.1183,14197.5,4.05495,1126.49
1,2021-05-14,0.9013,1.61035,5.27315,1.2104,20.954,6.12265,7.76775,6.18815,292.33,8.2289,8.3356,3.73205,1.33255,109.355,3.27465,14.1183,14197.5,4.05495,1126.49
2,2021-05-13,0.9061,1.6193,5.31,1.2162,21.106,6.1558,7.76805,6.23155,295.47,8.3557,8.4011,3.748,1.33345,109.465,3.2882,14.115,14197.5,4.07945,1126.905
3,2021-05-12,0.9093,1.6203,5.30695,1.2133,21.214,6.1588,7.76595,6.23625,296.17,8.3393,8.43035,3.7733,1.33375,109.665,3.2885,14.1213,14197.5,4.08255,1132.905
4,2021-05-11,0.90375,1.60995,5.22165,1.21025,21.003,6.1205,7.76845,6.19505,295.2,8.2618,8.32,3.74715,1.32555,108.615,3.2903,14.0018,14197.5,4.05605,1119.755
5,2021-05-10,0.9013,1.6124,5.22825,1.2099,21.08,6.13075,7.76545,6.21695,294.99,8.2716,8.3426,3.75995,1.32575,108.795,3.2605,14.0465,14197.5,4.062,1116.855
6,2021-05-07,0.90115,1.6082,5.2383,1.2132,21.0725,6.11365,7.76615,6.19355,294.8,8.221,8.3084,3.74295,1.32495,108.615,3.2521,14.0593,14285.0,4.0503,1113.01
7,2021-05-06,0.9072,1.621,5.2763,1.215,21.32,6.1626,7.76825,6.2438,297.04,8.3003,8.425,3.78815,1.33345,109.095,3.25825,14.2476,14319.0,4.0831,1120.455
8,2021-05-05,0.913,1.62895,5.35495,1.2266,21.485,6.1944,7.76935,6.27365,298.99,8.3531,8.48665,3.80855,1.33535,109.195,3.26675,14.3692,14435.0,4.10345,1124.895
9,2021-05-04,0.9137,1.6273,5.44455,1.231,21.509,6.1897,7.76815,6.2775,299.99,8.3354,8.4827,3.79405,1.3363,109.345,3.2629,14.46355,14430.0,4.10225,1125.945
10,2021-05-03,0.9111,1.6273,5.4436,1.2278,21.377,6.164,7.76655,6.25445,298.055,8.2808,8.415,3.76855,1.32955,109.075,3.2502,14.3988,14450.0,4.08555,1120.5
11,2021-04-30,0.9135,1.6273,5.43685,1.2291,21.5255,6.1859,7.76745,6.279,299.6,8.3162,8.4687,3.7929,1.33035,109.285,3.24665,14.5013,14445.0,4.09775,1117.755
12,2021-04-29,0.9085,1.6137,5.3378,1.2281,21.3335,6.1354,7.76325,6.23305,297.31,8.1994,8.372,3.7692,1.32655,108.925,3.24905,14.3083,14450.0,4.065,1107.805
13,2021-04-28,0.9096,1.61305,5.34325,1.2314,21.3565,6.1317,7.76325,6.23595,298.55,8.1837,8.3392,3.7754,1.3252,108.605,3.2507,14.235,14500.0,4.0641,1110.055
14,2021-04-27,0.91345,1.6175,5.44975,1.2395,21.432,6.1503,7.76185,6.24905,299.905,8.2731,8.3758,3.7804,1.32625,108.695,3.2406,14.37135,14485.0,4.07655,1113.505
15,2021-04-26,0.91405,1.6183,5.4367,1.2397,21.3965,6.1533,7.76025,6.26305,300.82,8.2941,8.3798,3.7713,1.32535,108.095,3.23795,14.2797,14485.0,4.07375,1110.435
16,2021-04-23,0.9136,1.61675,5.47635,1.2476,21.343,6.1481,7.75945,6.2582,300.42,8.3053,8.3791,3.7668,1.32675,107.925,3.2565,14.2813,14525.0,4.0682,1115.075
17,2021-04-22,0.91675,1.6277,5.4451,1.2506,21.505,6.18855,7.75995,6.30235,302.9,8.365,8.4629,3.79805,1.32935,107.965,3.25875,14.305,14520.0,4.1001,1120.175
18,2021-04-21,0.9171,1.6251,5.5695,1.2498,21.485,6.1789,7.76425,6.29485,301.075,8.3387,8.41555,3.7849,1.32905,108.065,3.2667,14.2483,14530.0,4.0929,1116.7
19,2021-04-20,0.91595,1.6249,5.5697,1.2609,21.54,6.178,7.7613,6.29375,300.23,8.3575,8.434,3.7817,1.32905,108.095,3.25005,14.3064,14497.5,4.09445,1117.455
20,2021-04-19,0.91515,1.6249,5.547,1.2534,21.5455,6.17835,7.76575,6.29125,300.01,8.2929,8.3995,3.78275,1.33105,108.165,3.2599,14.2219,14547.5,4.09215,1115.505
21,2021-04-16,0.92015,1.63225,5.5888,1.2506,21.6265,6.2062,7.77135,6.31635,301.59,8.371,8.43525,3.79115,1.33445,108.785,3.2795,14.3133,14565.0,4.11095,1116.65
22,2021-04-15,0.9228,1.6344,5.61645,1.2543,21.658,6.215,7.76745,6.31975,300.225,8.3795,8.4512,3.80345,1.33455,108.755,3.2807,14.1634,14610.0,4.11675,1116.855
23,2021-04-14,0.9226,1.63275,5.65435,1.2522,21.646,6.2084,7.76525,6.3204,299.195,8.3888,8.4663,3.8017,1.3359,108.93,3.28045,14.3947,14602.5,4.1124,1116.255
24,2021-04-13,0.921,1.6369,5.7175,1.25345,21.6815,6.225,7.77305,6.33485,300.65,8.4717,8.5114,3.81925,1.34135,109.065,3.2916,14.5308,14605.0,4.1194,1121.55
25,2021-04-12,0.9226,1.642,5.73355,1.2563,21.857,6.2441,7.77355,6.3531,299.85,8.4871,8.5736,3.80575,1.34105,109.385,3.2946,14.5726,14595.0,4.1317,1125.23
26,2021-04-09,0.925,1.6436,5.68295,1.2529,21.855,6.2496,7.77795,6.3711,300.56,8.4891,8.53915,3.80715,1.34145,109.665,3.2914,14.6038,14565.0,4.1353,1121.115
27,2021-04-08,0.9249,1.6413,5.5735,1.2563,21.6705,6.2421,7.77695,6.3629,300.76,8.4587,8.5363,3.81365,1.34075,109.255,3.28175,14.5191,14535.0,4.1308,1116.75
28,2021-04-07,0.9296,1.6475,5.61455,1.2609,21.764,6.2642,7.78495,6.3821,302.375,8.4658,8.6292,3.8536,1.34145,109.855,3.2921,14.5696,14495.0,4.14455,1119.205
29,2021-04-06,0.931,1.64675,5.5914,1.2565,21.9105,6.2617,7.7764,6.3752,303.94,8.4858,8.615,3.8686,1.33895,109.755,3.296,14.5243,14505.0,4.13885,1119.29
30,2021-04-05,0.9366,1.65575,5.6639,1.2523,21.981,6.29665,7.77605,6.4375,304.89,8.5056,8.7046,3.88495,1.34175,110.18,3.31075,14.5532,14515.0,4.15995,1125.035
31,2021-04-02,0.9423,1.66315,5.708,1.2575,22.1825,6.3255,7.7761,6.4375,306.99,8.5328,8.7104,3.90725,1.34595,110.725,3.3315,14.6787,14525.0,4.18225,1129.64
32,2021-04-01,0.9422,1.6607,5.70885,1.2547,22.153,6.3153,7.77555,6.42845,306.725,8.5262,8.713,3.89555,1.3446,110.615,3.33255,14.622,14525.0,4.1704,1128.865
33,2021-03-31,0.9436,1.6673,5.63325,1.256,22.272,6.34035,7.77405,6.4545,308.67,8.5507,8.7297,3.94805,1.34485,110.715,3.3396,14.77675,14525.0,4.19445,1127.965
34,2021-03-30,0.9422,1.6694,5.7755,1.2636,22.3255,6.3468,7.77485,6.4611,310.125,8.5548,8.7367,3.9755,1.34805,110.365,3.33595,14.9204,14480.0,4.20005,1133.54
35,2021-03-29,0.9393,1.66245,5.7814,1.259,22.188,6.32085,7.77325,6.437,308.41,8.5431,8.6921,3.9639,1.34805,109.795,3.33205,14.9117,14445.0,4.1753,1132.56
36,2021-03-26,0.9391,1.65835,5.75695,1.2578,22.107,6.3059,7.76905,6.42405,307.415,8.5729,8.6374,3.93575,1.34525,109.655,3.3313,15.0045,14417.5,4.1413,1128.945
37,2021-03-25,0.94015,1.66265,5.6478,1.2612,22.251,6.321,7.76855,6.4407,309.6,8.6495,8.65925,3.941,1.34915,109.185,3.3279,15.0271,14425.0,4.1524,1135.24
38,2021-03-24,0.9356,1.65575,5.6212,1.2577,22.217,6.2947,7.76825,6.412,308.825,8.6008,8.6118,3.9182,1.34615,108.735,3.3133,14.97965,14425.0,4.13725,1135.4
39,2021-03-23,0.934,1.65075,5.52285,1.25875,22.11,6.27545,7.76725,6.3937,308.945,8.6416,8.5932,3.8979,1.34415,108.585,3.29615,14.9098,14395.0,4.1261,1133.4
40,2021-03-22,0.9232,1.63915,5.5062,1.2522,21.845,6.2316,7.76595,6.34835,306.915,8.508,8.5096,3.8523,1.34055,108.845,3.2987,14.7194,14402.5,4.0974,1126.5
41,2021-03-19,0.9294,1.6448,5.4928,1.2499,21.9015,6.24655,7.7648,6.3636,308.855,8.5388,8.5401,3.87645,1.34175,108.885,3.3007,14.7106,14405.0,4.10275,1129.475
42,2021-03-18,0.9271,1.6412,5.56155,1.2486,21.947,6.2413,7.76475,6.35655,309.48,8.5124,8.5199,3.87825,1.34365,108.895,3.2895,14.7723,14410.0,4.1001,1128.25
43,2021-03-17,0.9226,1.63245,5.5847,1.2402,21.7745,6.2077,7.7655,6.3246,305.92,8.4162,8.4557,3.8375,1.34015,108.84,3.2868,14.6513,14427.5,4.07925,1121.905
44,2021-03-16,0.9247,1.64315,5.62515,1.2445,21.9515,6.2473,7.76495,6.368,308.77,8.4872,8.4975,3.86155,1.34505,108.995,3.2916,14.8638,14410.0,4.1045,1129.5
45,2021-03-15,0.9274,1.63925,5.6162,1.247,21.953,6.23315,7.76555,6.3552,307.835,8.4503,8.514,3.8455,1.34605,109.125,3.3089,14.86385,14405.0,4.09475,1132.85
46,2021-03-12,0.9299,1.6364,5.55205,1.2473,21.9005,6.2213,7.76265,6.3472,307.06,8.4249,8.4798,3.8339,1.34495,109.015,3.32395,14.94425,14385.0,4.0861,1136.5
47,2021-03-11,0.9244,1.63185,5.5362,1.2528,21.844,6.2045,7.75895,6.33305,304.565,8.4234,8.4473,3.8253,1.33955,108.505,3.30535,14.8304,14405.0,4.07445,1130.85
48,2021-03-10,0.9297,1.6396,5.6723,1.2619,21.978,6.2343,7.76135,6.3614,307.675,8.4294,8.4799,3.83405,1.3439,108.395,3.32035,15.0724,14405.0,4.09735,1136.91
49,2021-03-09,0.9277,1.6433,5.80285,1.2636,22.0105,6.2492,7.76095,6.3783,308.135,8.4676,8.49895,3.83795,1.34395,108.475,3.3257,15.3025,14400.0,4.1035,1135.91
50,2021-03-08,0.9367,1.651,5.8758,1.2661,22.2875,6.2775,7.76895,6.39805,310.32,8.539,8.5854,3.88065,1.35015,108.885,3.3438,15.5391,14360.0,4.1253,1141.83
51,2021-03-05,0.9311,1.6418,5.69105,1.2657,22.097,6.2425,7.76325,6.3557,308.335,8.5594,8.53,3.8505,1.34215,108.355,3.33105,15.3554,14300.0,4.0983,1128.2
52,2021-03-04,0.9287,1.6335,5.6697,1.2667,21.925,6.211,7.75905,6.33635,304.785,8.5847,8.4924,3.81235,1.33735,107.975,3.3179,15.2993,14265.0,4.07655,1131.03
53,2021-03-03,0.9199,1.62145,5.61965,1.2655,21.698,6.1638,7.75675,6.28515,302.105,8.4984,8.4232,3.76865,1.33255,107.005,3.3093,15.086,14245.0,4.04275,1127.05
54,2021-03-02,0.9148,1.6176,5.67635,1.2633,21.657,6.1503,7.75705,6.2698,301.32,8.4722,8.3795,3.7562,1.33035,106.685,3.29855,14.9401,14325.0,4.03265,1125.29
55,2021-03-01,0.91505,1.6232,5.64215,1.2647,21.7295,6.17135,7.75635,6.2883,302.065,8.5587,8.425,3.7624,1.32775,106.76,3.303,15.0175,14255.0,4.0451,1113.53
56,2021-02-26,0.9084,1.61375,5.59885,1.2741,21.6795,6.1594,7.75645,6.2789,300.135,8.6535,8.4356,3.7453,1.33175,106.595,3.3111,15.1001,14260.0,4.03835,1124.89
57,2021-02-25,0.9045,1.60615,5.53105,1.2601,21.56,6.1082,7.75415,6.22665,297.14,8.4823,8.2965,3.7145,1.32545,106.225,3.297,15.07,14082.5,4.00465,1119.475
58,2021-02-24,0.9065,1.6072,5.40645,1.25125,21.38,6.11115,7.755,6.2313,295.53,8.3805,8.2762,3.70335,1.31955,105.875,3.2636,14.4962,14085.0,4.0049,1107.54
59,2021-02-23,0.9052,1.60975,5.44115,1.25885,21.284,6.121,7.75375,6.238,295.155,8.4674,8.28085,3.70945,1.32025,105.245,3.26865,14.5418,14092.5,4.01255,1110.225
60,2021-02-22,0.8962,1.6088,5.4664,1.2612,21.317,6.1173,7.75345,6.2276,295.325,8.4939,8.2761,3.69875,1.3216,105.075,3.26615,14.6734,14115.0,4.01055,1112.58
61,2021-02-19,0.8964,1.61395,5.38255,1.2612,21.359,6.13685,7.75325,6.2475,295.765,8.47,8.2801,3.70185,1.32445,105.445,3.2713,14.6524,14065.0,4.02395,1106.06
62,2021-02-18,0.8959,1.6173,5.42725,1.2679,21.4345,6.1507,7.75285,6.2644,296.6,8.4613,8.3144,3.71275,1.32625,105.675,3.27285,14.6059,14025.0,4.0321,1107.085
63,2021-02-17,0.8988,1.6244,5.41075,1.2701,21.473,6.1774,7.7526,6.2881,297.705,8.5215,8.3302,3.7303,1.32865,105.865,3.2672,14.6502,14020.0,4.04965,1106.5
64,2021-02-16,0.89245,1.6157,5.37075,1.2688,21.3205,6.1418,7.7524,6.25675,296.41,8.4375,8.2927,3.71425,1.32755,106.045,3.2411,14.65925,13925.0,4.02725,1107.58
65,2021-02-15,0.8903,1.6125,5.3701,1.264,21.159,6.13125,7.75265,6.243,294.795,8.3895,8.282,3.69765,1.32295,105.375,3.2428,14.4532,13914.0,4.0191,1102.31
66,2021-02-12,0.8914,1.6164,5.3701,1.2696,21.232,6.1357,7.75295,6.2497,295.905,8.4481,8.3024,3.7106,1.32485,104.945,3.2523,14.5567,13972.5,4.02185,1104.37
67,2021-02-11,0.89005,1.6124,5.36675,1.2704,21.2335,6.1306,7.7528,6.2396,295.21,8.48,8.3253,3.7122,1.32495,104.745,3.24915,14.6361,13972.5,4.01955,1103.12
68,2021-02-10,0.8902,1.6139,5.38625,1.2701,21.263,6.1376,7.7523,6.2427,294.55,8.4701,8.3219,3.7066,1.32665,104.59,3.2594,14.7529,13982.5,4.02275,1106.48
69,2021-02-09,0.8923,1.6137,5.3784,1.2694,21.2375,6.13665,7.7517,6.24215,295.47,8.4452,8.3226,3.6927,1.32605,104.585,3.2517,14.7309,13995.0,4.0226,1111.005
70,2021-02-08,0.89875,1.62305,5.366,1.274,21.317,6.172,7.7523,6.27315,297.625,8.5074,8.3885,3.7146,1.33305,105.225,3.25975,14.8838,14000.0,4.04575,1117.305
71,2021-02-05,0.899,1.6231,5.37065,1.2753,21.406,6.1713,7.7528,6.2769,296.05,8.5395,8.36845,3.7213,1.33455,105.375,3.2889,14.8739,14030.0,4.0475,1117.76
72,2021-02-04,0.90435,1.6351,5.427,1.2828,21.596,6.21665,7.75275,6.3288,297.42,8.638,8.4642,3.7624,1.33705,105.55,3.2914,15.0038,14020.0,4.07555,1120.085
73,2021-02-03,0.8991,1.6252,5.3537,1.2783,21.517,6.1801,7.75155,6.2879,295.195,8.5847,8.4043,3.72825,1.333,105.025,3.3001,14.9429,14005.0,4.05105,1113.585
74,2021-02-02,0.89735,1.6242,5.3685,1.2782,21.502,6.176,7.75175,6.2967,295.18,8.6041,8.397,3.7215,1.33265,104.985,3.30005,14.9651,14025.0,4.0429,1115.505
75,2021-02-01,0.89695,1.6218,5.4326,1.2851,21.5085,6.16665,7.75265,6.284,295.16,8.607,8.4268,3.74005,1.33295,104.925,3.2948,15.0777,14020.0,4.0433,1117.445
76,2021-01-29,0.89045,1.6116,5.463,1.2779,21.4505,6.12805,7.75295,6.2356,294.51,8.5555,8.3604,3.72615,1.32905,104.695,3.27975,15.165,14030.0,4.0156,1118.495
77,2021-01-28,0.8889,1.6134,5.4413,1.283,21.501,6.1359,7.7527,6.2427,296.065,8.5975,8.3349,3.7468,1.32915,104.225,3.28325,15.1825,14070.0,4.02395,1113.245
78,2021-01-27,0.88885,1.6149,5.41405,1.28005,21.52,6.1407,7.75205,6.2405,297.75,8.6528,8.3538,3.75575,1.32885,104.105,3.2668,15.2653,14050.0,4.0272,1108.42
79,2021-01-26,0.8868,1.6084,5.3556,1.2691,21.429,6.118,7.752,6.22075,295.555,8.5501,8.3003,3.73825,1.32485,103.615,3.2641,15.0688,14065.0,4.0098,1102.01
80,2021-01-25,0.8884,1.61365,5.467,1.274,21.5405,6.1282,7.75155,6.2326,294.58,8.5355,8.28275,3.7396,1.32735,103.75,3.2757,15.2416,14020.0,4.01525,1102.69
81,2021-01-22,0.8854,1.6063,5.4669,1.2737,21.456,6.112,7.75195,6.21805,293.87,8.5013,8.2973,3.72945,1.32855,103.785,3.27215,15.1168,14035.0,4.0054,1105.535
82,2021-01-21,0.8853,1.6075,5.3511,1.2635,21.45,6.11375,7.75165,6.2183,293.32,8.4088,8.2706,3.72455,1.32225,103.505,3.27505,14.9422,14000.0,4.006,1099.97
83,2021-01-20,0.8898,1.6155,5.292,1.26315,21.5585,6.1446,7.75185,6.24795,295.085,8.4946,8.35865,3.74615,1.32475,103.54,3.2677,14.9029,14030.0,4.0261,1097.35
84,2021-01-19,0.8887,1.6127,5.35805,1.2733,21.562,6.1336,7.7524,6.23695,295.14,8.5372,8.346,3.7389,1.32895,103.895,3.25425,14.9822,14065.0,4.0188,1102.435
85,2021-01-18,0.8908,1.6195,5.2962,1.2756,21.67,6.16,7.75345,6.25665,297.83,8.5884,8.39345,3.75755,1.33115,103.695,3.23425,15.1575,14070.0,4.03565,1104.18
86,2021-01-15,0.8909,1.61975,5.293,1.27345,21.6725,6.1581,7.75395,6.2538,298.3,8.5604,8.391,3.75715,1.32995,103.885,3.2692,15.23075,14020.0,4.03655,1104.27
87,2021-01-14,0.8882,1.6092,5.1971,1.2637,21.513,6.1198,7.75375,6.2279,295.65,8.4643,8.3107,3.73705,1.32485,103.805,3.1855,15.0766,14055.0,4.0103,1096.035
88,2021-01-13,0.8879,1.60875,5.2993,1.2696,21.517,6.1202,7.75355,6.23685,296.54,8.4726,8.3501,3.73445,1.32675,103.865,3.1295,15.2551,14060.0,4.0076,1098.115
89,2021-01-12,0.8865,1.6022,5.3229,1.271,21.44,6.0933,7.75495,6.21045,294.04,8.4494,8.2448,3.70355,1.32325,103.76,3.1531,15.2585,14130.0,3.9914,1094.605
90,2021-01-11,0.8904,1.60965,5.4893,1.2785,21.596,6.1214,7.75545,6.23875,297.35,8.5454,8.3064,3.72675,1.3309,104.26,3.1718,15.5522,14125.0,4.0083,1097.38
91,2021-01-08,0.8856,1.60085,5.4181,1.2685,21.408,6.0851,7.7564,6.19585,294.145,8.4217,8.2419,3.6919,1.32535,103.945,3.1881,15.29635,14020.0,3.9856,1093.01
92,2021-01-07,0.8853,1.5942,5.41035,1.2689,21.382,6.0617,7.75345,6.16585,293.095,8.4236,8.1905,3.6826,1.32485,103.815,3.18215,15.4409,13910.0,3.96815,1094.37
93,2021-01-06,0.8785,1.5866,5.3144,1.2676,21.259,6.03495,7.75315,6.13305,291.175,8.4117,8.166,3.67075,1.3179,103.055,3.18475,15.06,13895.0,3.9511,1088.03
94,2021-01-05,0.8785,1.59035,5.28565,1.2672,21.257,6.0498,7.75325,6.14725,292.34,8.4696,8.1773,3.68625,1.31785,102.735,3.20305,14.9751,13915.0,3.9615,1087.41
95,2021-01-04,0.8815,1.5962,5.2972,1.2779,21.384,6.07295,7.75355,6.17465,294.84,8.59525,8.25345,3.71805,1.32065,103.12,3.2111,14.7224,13895.0,3.9761,1086.695
96,2021-01-01,0.8853,1.60125,5.19395,1.2729,21.47,6.0929,7.75255,6.17935,296.92,8.57555,8.22805,3.74085,1.32205,103.205,3.2151,14.6613,14050.0,3.9831,1085.73
97,2020-12-31,0.8853,1.60115,5.19395,1.27335,21.47,6.0929,7.75235,6.1788,297.015,8.5794,8.22785,3.7332,1.32125,103.255,3.21385,14.69525,14050.0,3.9828,1085.715
98,2020-12-30,0.8812,1.5901,5.19395,1.276,21.3305,6.0494,7.7525,6.139,296.78,8.5401,8.1979,3.72575,1.32315,103.185,3.2154,14.6078,14050.0,3.95805,1088.425
99,2020-12-29,0.8845,1.59655,5.2103,1.2819,21.377,6.0703,7.75405,6.15815,297.8,8.618,8.2082,3.7037,1.32715,103.575,3.21895,14.7182,14130.0,3.9803,1091.97
100,2020-12-28,0.88865,1.60235,5.2471,1.2847,21.56,6.0891,7.756,6.17525,297.875,8.6361,8.2765,3.68185,1.33015,103.795,3.2213,14.6418,14155.0,3.9906,1097.295
101,2020-12-25,0.8893,1.60235,5.21675,1.287,21.4575,6.0987,7.75305,6.18095,296.91,8.6171,8.26315,3.6979,1.3283,103.495,3.2186,14.575,14200.0,4.00345,1100.07
102,2020-12-24,0.8908,1.60505,5.21675,1.2875,21.5365,6.1042,7.7536,6.19165,296.45,8.67405,8.2605,3.69715,1.32915,103.645,3.21445,14.6163,14200.0,3.9985,1102.66
103,2020-12-23,0.888,1.60495,5.2168,1.2847,21.574,6.1042,7.75315,6.19165,297.18,8.644,8.29145,3.6957,1.33045,103.565,3.21675,14.602,14200.0,3.9977,1106.87
104,2020-12-22,0.8898,1.6081,5.1601,1.2908,21.6545,6.116,7.75275,6.20085,297.85,8.7431,8.3502,3.70465,1.33615,103.645,3.231,14.6531,14205.0,4.00235,1109.945
105,2020-12-21,0.8857,1.5975,5.12265,1.2856,21.388,6.077,7.75325,6.15955,294.47,8.6504,8.2467,3.669,1.33265,103.31,3.24945,14.6049,14130.0,3.97245,1104.31
106,2020-12-18,0.8834,1.5988,5.1027,1.2785,21.32,6.0694,7.75225,6.1491,291.735,8.5823,8.2527,3.64725,1.32715,103.325,3.2373,14.533,14110.0,3.97315,1099.515
107,2020-12-17,0.8845,1.5942,5.05845,1.2721,21.301,6.065,7.7524,6.14045,289.645,8.5593,8.27475,3.61935,1.32555,103.115,3.24235,14.6453,14105.0,3.968,1094.005
108,2020-12-16,0.88565,1.60325,5.08415,1.27445,21.471,6.09965,7.75215,6.17655,291.235,8.6758,8.3548,3.63655,1.32905,103.495,3.2525,14.8203,14125.0,3.9913,1094.12
109,2020-12-15,0.8858,1.60935,5.0846,1.2699,21.644,6.1238,7.7516,6.19745,292.935,8.7136,8.3825,3.6547,1.33235,103.675,3.2536,14.883,14120.0,4.0061,1089.555
110,2020-12-14,0.8865,1.61065,5.11915,1.2762,21.6975,6.12845,7.7519,6.20045,291.55,8.7537,8.4015,3.6547,1.33485,104.045,3.26055,15.036,14095.0,4.0084,1093.325
111,2020-12-11,0.8895,1.61475,5.0661,1.2774,21.774,6.1437,7.7513,6.2245,292.425,8.8204,8.4598,3.67215,1.33655,104.025,3.25695,15.13,14080.0,4.0206,1091.795
112,2020-12-10,0.886,1.61075,5.02585,1.2739,21.693,6.1323,7.75125,6.21615,291.405,8.7794,8.4443,3.64685,1.33545,104.215,3.25385,15.0252,14105.0,4.0115,1087.34
113,2020-12-09,0.88945,1.6188,5.17105,1.2816,21.759,6.161,7.75155,6.2466,295.37,8.8423,8.48855,3.6708,1.33725,104.225,3.2551,14.9746,14110.0,4.02855,1087.375
114,2020-12-08,0.8892,1.61595,5.1206,1.28165,21.757,6.1505,7.75125,6.2309,296.555,8.7656,8.475,3.67575,1.33785,104.165,3.25975,14.98575,14110.0,4.02495,1085.79
115,2020-12-07,0.89085,1.61495,5.0995,1.2798,21.87,6.148,7.75105,6.2138,297.48,8.7431,8.3974,3.6926,1.33645,104.075,3.2555,15.1707,14105.0,4.02365,1084.53
116,2020-12-04,0.8923,1.61355,5.156,1.27825,21.84,6.1392,7.75085,6.2227,296.105,8.79975,8.4575,3.6879,1.33555,104.155,3.26975,15.2135,14105.0,4.01815,1083.87
117,2020-12-03,0.8911,1.61005,5.152,1.28625,21.7555,6.1303,7.75105,6.21215,293.99,8.7551,8.4271,3.67955,1.33405,103.84,3.26585,15.1626,14140.0,4.01175,1092.205
118,2020-12-02,0.8945,1.61435,5.21775,1.29195,21.788,6.1446,7.75175,6.23505,296.635,8.8004,8.468,3.6946,1.33755,104.415,3.2856,15.28585,14125.0,4.0203,1100.155
119,2020-12-01,0.89985,1.6201,5.2065,1.2934,21.772,6.1667,7.75195,6.25775,295.305,8.8047,8.4802,3.6853,1.33735,104.325,3.288,15.2518,14130.0,4.0355,1106.23
120,2020-11-30,0.90915,1.63995,5.33235,1.3002,22.001,6.2401,7.75175,6.3347,300.665,8.8956,8.574,3.75695,1.34165,104.285,3.3063,15.4737,14120.0,4.0875,1109.82
121,2020-11-27,0.9043,1.63485,5.3441,1.2992,21.899,6.2209,7.75075,6.31625,302.31,8.835,8.4934,3.7486,1.33865,104.115,3.31785,15.2608,14090.0,4.0736,1105.04
122,2020-11-26,0.9066,1.6419,5.33675,1.3015,21.952,6.24755,7.7509,6.3433,302.935,8.8769,8.5249,3.7567,1.33875,104.27,3.3225,15.1823,14100.0,4.09055,1106.07
123,2020-11-25,0.90815,1.64165,5.3242,1.30015,21.936,6.24735,7.75105,6.3442,303.015,8.8279,8.49545,3.74805,1.33995,104.465,3.3199,15.1312,14140.0,4.0889,1106.335
124,2020-11-24,0.9113,1.64465,5.374,1.2996,21.973,6.2593,7.75175,6.3595,303.255,8.911,8.5478,3.7521,1.34225,104.44,3.33275,15.20475,14155.0,4.0968,1110.635
125,2020-11-23,0.91265,1.65165,5.4393,1.3079,22.211,6.2882,7.75195,6.3878,304.555,9.0422,8.6309,3.7758,1.34365,104.555,3.3475,15.4463,14149.0,4.11545,1114.01
126,2020-11-20,0.9111,1.6498,5.3802,1.3098,22.2355,6.28105,7.7523,6.3769,303.8,9.0128,8.6201,3.76945,1.34345,103.855,3.34125,15.4233,14165.0,4.1063,1115.08
127,2020-11-19,0.91105,1.64705,5.3057,1.3073,22.2,6.2751,7.75325,6.3712,302.89,9.0002,8.5992,3.76185,1.34475,103.735,3.3475,15.417,14155.0,4.103,1114.09
128,2020-11-18,0.9111,1.64995,5.36335,1.3083,22.229,6.287,7.75275,6.3833,304.13,9.0137,8.5995,3.76825,1.34215,103.84,3.3494,15.45745,14070.0,4.1111,1106.67
129,2020-11-17,0.9113,1.649,5.3284,1.3104,22.329,6.2796,7.75255,6.3785,304.755,9.0699,8.6307,3.78495,1.3428,104.195,3.35355,15.4045,14055.0,4.108,1105.785
130,2020-11-16,0.91285,1.6501,5.4155,1.3074,22.287,6.2821,7.75355,6.38385,302.835,9.0559,8.6202,3.77405,1.34565,104.575,3.36565,15.337,14110.0,4.11045,1107.16
131,2020-11-13,0.9128,1.6527,5.4585,1.3133,22.329,6.2953,7.75375,6.3992,302.155,9.163,8.6931,3.78765,1.34735,104.635,3.3684,15.4916,14170.0,4.1137,1108.12
132,2020-11-12,0.915,1.65665,5.45835,1.3141,22.482,6.3092,7.75435,6.41575,300.715,9.1743,8.6486,3.8036,1.34945,105.135,3.3711,15.6512,14170.0,4.12285,1115.025
133,2020-11-11,0.9175,1.66035,5.3915,1.3063,22.431,6.3221,7.75455,6.4214,301.585,9.0879,8.63355,3.80685,1.34935,105.43,3.37575,15.6329,14085.0,4.1315,1112.49
134,2020-11-10,0.9155,1.65565,5.41495,1.3032,22.364,6.3023,7.75415,6.40325,301.065,9.0145,8.61805,3.80595,1.34815,105.305,3.3805,15.6325,14050.0,4.1191,1117.205
135,2020-11-09,0.9135,1.6557,5.3861,1.3009,22.4325,6.3035,7.75245,6.4029,303.895,9.0415,8.6297,3.7967,1.34745,105.375,3.3691,15.37,14062.5,4.11635,1119.45
136,2020-11-06,0.90065,1.64745,5.365,1.3057,22.382,6.2754,7.75355,6.3662,302.12,9.1545,8.6408,3.7921,1.34845,103.355,3.37435,15.6006,14210.0,4.099,1121.9
137,2020-11-05,0.90425,1.6534,5.5253,1.3049,22.512,6.296,7.75265,6.3874,303.255,9.1734,8.6974,3.8286,1.3501,103.485,3.3789,15.6906,14380.0,4.11355,1123.38
